CASE	DURATION	POSINTURN	SEX	CLASS	LENGTH	VOWELS	SURPRISAL	FREQ
3369	265	9	female	open	3	two+	12	15
3370	208	1	male	closed	1	one	11	12
3371	76	2	male	closed	2	two+	7	16
3372	178	3	male	closed	3	one	4	16
3373	344	5	male	open	4	two+	9	7
3374	141	6	male	closed	2	one	4	16
3375	150	7	male	closed	2	one	2	18
3376	237	8	male	open	4	two+	9	10
3377	407	10	male	open	4	one	3	7
3378	121	1	male	closed	1	one	5	18
3379	170	3	male	closed	3	one	5	17
3380	106	4	male	closed	3	one	8	15
3381	229	5	male	closed	2	one	6	14
3382	159	6	male	open	4	two+	7	13
3383	198	7	male	open	3	two+	5	10
3384	114	8	male	closed	2	one	7	18
3385	222	10	male	open	3	two+	6	12
3386	163	1	male	closed	2	two+	7	15
3387	165	3	male	closed	3	two+	3	16
3388	102	4	male	closed	2	one	4	17
3389	197	5	male	closed	3	one	3	16
3390	187	6	male	open	4	two+	5	15
3391	455	7	male	open	3	two+	13	8
3392	249	8	male	closed	3	one	3	17
3393	300	9	male	closed	3	one	6	17
3394	124	1	male	closed	1	one	5	18
3395	203	3	male	number	3	one	7	14
3396	279	4	male	open	4	two+	10	10
3397	201	7	male	closed	1	one	5	18
3398	220	8	male	open	2	two+	8	14
3399	163	9	male	closed	3	one	6	15
3400	239	10	male	closed	3	one	5	14
3401	210	1	female	closed	1	one	5	18
3402	205	2	female	open	3	two+	5	14
3403	124	3	female	closed	2	one	5	16
3404	55	4	female	closed	1	one	4	15
3405	141	5	female	closed	3	one	10	16
3406	164	6	female	closed	1	one	3	17
3407	507	7	female	open	6	one	14	5
3408	414	8	female	closed	1	one	5	12
3409	252	9	female	closed	2	one	6	15
3410	194	10	female	open	4	one	6	13
3411	86	1	male	closed	3	one	5	17
3412	147	2	male	closed	2	one	6	16
3413	120	3	male	closed	1	one	4	15
3414	293	4	male	closed	3	two+	8	13
3415	320	5	male	closed	2	one	4	14
3416	339	6	male	open	4	two+	9	15
3417	143	7	male	closed	3	one	6	15
3418	233	8	male	open	3	two+	8	12
3419	233	9	male	closed	3	one	4	15
3420	289	10	male	closed	1	one	5	17
3421	152	1	male	closed	3	two+	5	17
3422	85	2	male	closed	1	one	2	17
3423	93	3	male	closed	1	one	3	17
3424	168	4	male	open	3	two+	6	12
3425	171	5	male	closed	3	one	4	15
3426	94	7	male	closed	2	two+	5	16
3427	37	8	male	closed	1	one	2	17
3428	115	1	female	open	2	two+	7	15
3429	256	2	female	closed	2	one	8	13
3430	26	4	female	closed	2	one	1	16
3431	138	5	female	closed	2	one	4	18
3432	261	6	female	open	2	one	6	14
3433	129	8	female	open	3	two+	7	15
3434	260	10	female	closed	2	one	10	14
3435	237	4	male	open	2	one	3	15
3436	71	5	male	closed	2	one	4	17
3437	47	6	male	closed	3	one	3	16
3438	90	7	male	closed	2	one	6	14
3439	369	8	male	open	5	two+	11	6
3440	101	9	male	closed	2	one	6	18
3441	371	10	male	open	2	two+	5	14
3442	661	1	male	closed	1	one	7	15
3443	91	4	male	closed	2	two+	4	14
3444	144	5	male	open	4	two+	5	14
3445	82	6	male	closed	2	two+	0	17
3446	179	7	male	open	2	two+	4	14
3447	285	8	male	closed	2	one	4	14
3448	109	9	male	closed	3	two+	7	16
3449	348	10	male	open	4	two+	16	9
3450	145	1	female	closed	3	two+	7	16
3451	121	2	female	closed	3	one	10	14
3452	153	4	female	open	3	one	6	15
3453	362	5	female	open	7	one	10	11
3454	132	7	female	open	3	one	7	13
3455	65	9	female	closed	1	one	9	15
3456	183	10	female	closed	3	one	4	15
3457	285	1	male	open	3	two+	7	15
3458	135	3	male	closed	1	one	4	15
3459	146	4	male	closed	2	two+	9	17
3460	264	5	male	open	3	two+	7	12
3461	367	6	male	open	5	one	12	7
3462	172	7	male	closed	3	one	4	14
3463	263	9	male	closed	2	one	4	16
3464	426	2	female	closed	2	one	8	16
3465	141	3	female	closed	3	one	5	17
3466	391	4	female	closed	3	one	9	13
3467	174	5	female	closed	2	one	1	15
3468	143	6	female	closed	2	one	12	13
3469	141	8	female	closed	3	two+	5	14
3470	273	10	female	unclear	3	two+	7	15
3471	167	1	male	closed	3	one	6	16
3472	84	2	male	closed	2	one	4	17
3473	244	3	male	closed	3	two+	3	16
3474	63	4	male	closed	2	one	4	17
3475	135	6	male	number	3	one	4	14
3476	339	7	male	number	6	one	5	12
3477	175	8	male	closed	2	one	10	15
3478	191	10	male	open	3	two+	7	15
3479	110	1	male	closed	2	two+	6	16
3480	468	3	male	open	4	one	12	8
3481	142	4	male	closed	2	two+	7	16
3482	54	5	male	closed	1	one	5	14
3483	163	6	male	open	3	one	10	9
3484	181	7	male	closed	2	one	7	13
3485	120	9	male	closed	2	one	0	16
3486	165	10	male	closed	2	two+	5	16
3487	170	1	male	closed	2	one	6	16
3488	106	3	male	closed	1	one	4	15
3489	215	4	male	open	3	two+	1	15
3490	228	6	male	closed	2	one	13	14
3491	181	7	male	closed	2	one	6	14
3492	647	8	male	open	8	two+	11	9
3493	347	9	male	open	5	two+	6	12
3494	259	10	male	open	2	one	9	14
3495	665	1	female	closed	2	two+	7	15
3496	449	2	female	propname	7	one	15	2
3497	439	3	female	open	4	two+	0	5
3498	307	4	female	propname	4	one	5	7
3499	459	5	female	propname	5	one	7	5
3500	194	7	female	closed	2	one	5	15
3501	249	9	female	open	5	two+	10	10
3502	280	10	female	closed	2	one	4	16
3503	223	1	female	open	3	two+	11	12
3504	72	2	female	closed	2	one	6	16
3505	216	4	female	closed	3	one	5	15
3506	173	6	female	number	3	one	10	15
3507	297	7	female	number	2	one	8	13
3508	246	8	female	number	3	one	5	15
3509	263	9	female	number	2	one	8	13
3510	323	10	female	number	3	one	5	15
3511	116	1	female	closed	3	two+	5	17
3512	49	2	female	closed	1	one	2	17
3513	251	3	female	open	3	two+	5	15
3514	73	4	female	closed	2	one	7	16
3515	57	5	female	closed	1	one	7	14
3516	48	6	female	closed	2	one	2	15
3517	55	7	female	closed	1	one	3	17
3518	116	8	female	open	3	one	4	13
3519	72	9	female	closed	2	two+	0	17
3520	201	10	female	open	4	two+	11	9
3521	95	1	female	closed	2	one	7	16
3522	143	2	female	closed	2	one	3	16
3523	114	3	female	closed	1	one	6	18
3524	166	4	female	closed	1	one	5	18
3525	141	5	female	open	4	two+	3	15
3526	69	6	female	closed	2	one	2	17
3527	102	7	female	closed	1	one	1	17
3528	161	8	female	number	2	two+	8	14
3529	277	9	female	open	3	one	10	8
3530	310	10	female	closed	2	one	7	15
3531	216	1	female	closed	3	one	8	14
3532	93	2	female	closed	2	two+	2	17
3533	89	3	female	closed	2	two+	5	17
3534	229	4	female	open	4	two+	8	11
3535	57	7	female	closed	1	one	2	18
3536	196	1	female	closed	3	one	5	17
3537	316	2	female	closed	3	one	4	17
3538	218	3	female	closed	3	two+	5	17
3539	289	5	female	closed	3	one	8	13
3540	232	6	female	unclear	1	one	6	16
3541	169	7	female	closed	3	one	5	17
3542	95	8	female	closed	1	one	2	17
3543	155	9	female	closed	3	one	8	13
3544	675	10	female	open	5	two+	10	8
3545	34	2	male	open	4	two+	7	12
3546	72	3	male	closed	1	one	3	18
3547	323	4	male	closed	3	one	7	14
3548	100	5	male	closed	2	one	6	17
3549	73	8	male	open	6	two+	13	9
3550	148	9	male	closed	2	one	5	16
3551	559	10	male	closed	2	one	3	17
3552	82	1	female	closed	2	two+	7	15
3553	108	3	female	closed	2	one	6	15
3554	130	5	female	closed	3	one	5	15
3555	98	6	female	closed	2	one	1	16
3556	135	7	female	open	3	one	5	15
3557	89	9	female	closed	2	one	5	15
3558	74	10	female	closed	2	two+	1	18
3559	199	2	female	number	3	one	9	9
3560	137	3	female	closed	2	two+	2	17
3561	518	4	female	propname	7	one	10	8
3562	153	5	female	closed	3	one	8	16
3563	123	6	female	closed	1	one	3	17
3564	76	7	female	closed	1	one	3	17
3565	310	8	female	closed	2	one	9	12
3566	250	9	female	closed	2	one	6	11
3567	133	1	female	closed	3	one	5	17
3568	48	2	female	closed	2	one	6	16
3569	46	4	female	closed	1	one	3	17
3570	180	6	female	open	2	two+	7	13
3571	245	7	female	open	3	two+	11	11
3572	146	9	female	closed	3	one	7	15
3573	116	1	male	closed	1	one	5	18
3574	259	2	male	open	2	two+	5	15
3575	142	3	male	closed	3	two+	4	17
3576	31	4	male	closed	1	one	2	17
3577	142	5	male	closed	1	one	3	17
3578	312	6	male	open	6	two+	13	6
3579	178	7	male	open	3	two+	2	5
3580	83	8	male	closed	2	one	4	16
3581	100	9	male	closed	2	one	3	16
3582	95	10	male	closed	2	two+	3	17
3583	69	2	male	closed	1	one	3	18
3584	211	3	male	open	4	two+	11	12
3585	326	4	male	open	4	two+	7	12
3586	127	5	male	open	5	two+	6	12
3587	111	6	male	closed	2	two+	3	18
3588	243	7	male	open	4	two+	12	9
3589	221	8	male	open	4	two+	7	10
3590	127	9	male	closed	2	two+	2	16
3591	438	10	male	open	6	one	9	11
3592	114	1	male	closed	2	two+	8	14
3593	408	2	male	open	6	two+	11	7
3594	423	3	male	open	7	two+	4	8
3595	349	5	male	number	6	two+	8	13
3596	318	6	male	open	4	two+	7	9
3597	86	7	male	closed	2	two+	2	14
3598	273	8	male	open	2	two+	3	10
3599	121	9	male	closed	2	one	6	16
3600	305	10	male	number	6	one	10	13
3601	312	1	male	open	3	two+	8	15
3602	170	3	male	open	2	two+	3	15
3603	359	4	male	open	4	two+	13	9
3604	76	5	male	closed	2	one	0	17
3605	85	7	male	closed	1	one	4	15
3606	419	8	male	open	5	two+	12	8
3607	293	1	female	open	2	one	7	15
3608	173	2	female	closed	1	one	3	18
3609	293	3	female	open	3	two+	11	12
3610	105	4	female	closed	3	one	5	17
3611	284	5	female	open	4	one	12	11
3612	285	6	female	closed	3	one	5	14
3613	201	7	female	open	3	two+	12	12
3614	122	8	female	closed	2	two+	4	17
3615	125	9	female	closed	2	two+	2	18
3616	206	2	female	closed	2	one	7	14
3617	314	5	female	open	4	two+	9	12
3618	271	6	female	closed	3	one	4	14
3619	299	7	female	open	7	two+	13	6
3620	111	8	female	closed	2	one	0	17
3621	304	9	female	open	4	two+	10	9
3622	244	10	female	open	4	one	7	8
3623	298	1	female	closed	2	one	13	9
3624	149	2	female	closed	3	one	8	14
3625	183	4	female	open	3	two+	9	15
3626	104	5	female	closed	3	two+	13	13
3627	83	6	female	closed	2	two+	3	17
3628	360	7	female	open	3	one	17	9
3629	85	8	female	closed	2	one	5	18
3630	454	9	female	open	7	two+	12	7
3631	282	10	female	closed	2	two+	5	15
3632	115	1	female	closed	3	two+	5	17
3633	115	3	female	closed	1	one	3	18
3634	136	4	female	closed	3	one	6	14
3635	446	5	female	open	5	two+	12	8
3636	451	7	female	open	5	one	4	8
3637	212	8	female	open	4	two+	7	6
3638	358	9	female	open	5	two+	6	5
3639	456	10	female	open	5	two+	5	6
3640	183	1	female	closed	1	one	5	18
3641	386	2	female	open	2	two+	5	15
3642	101	3	female	closed	1	one	4	18
3643	309	4	female	open	2	one	5	15
3644	120	5	female	closed	3	one	5	17
3645	232	8	female	open	5	two+	8	12
3646	100	9	female	closed	2	two+	3	17
3647	550	10	female	propname	8	one	14	6
3648	156	1	male	closed	3	one	5	17
3649	163	2	male	closed	1	one	3	18
3650	81	3	male	closed	2	one	3	16
3651	108	4	male	closed	2	two+	1	16
3652	145	5	male	open	4	one	4	15
3653	149	6	male	closed	2	one	4	16
3654	212	7	male	closed	2	one	3	14
3655	141	9	male	closed	2	two+	4	18
3656	444	10	male	open	4	two+	9	12
3657	406	1	male	closed	1	one	11	12
3658	140	2	male	open	2	one	6	16
3659	159	3	male	closed	2	one	5	18
3660	148	4	male	closed	1	one	6	15
3661	110	6	male	closed	2	one	7	14
3662	101	7	male	open	3	two+	12	15
3663	236	9	male	open	3	two+	11	6
3664	217	10	male	open	4	two+	6	9
3665	138	2	female	closed	2	one	4	16
3666	214	3	female	open	2	two+	12	14
3667	128	4	female	closed	1	one	5	17
3668	340	5	female	open	3	two+	10	9
3669	234	6	female	closed	3	one	4	17
3670	237	7	female	open	4	two+	17	5
3671	134	8	female	closed	2	two+	5	16
3672	120	9	female	closed	1	one	2	17
3673	331	10	female	open	3	one	7	12
3674	128	1	male	closed	2	two+	7	15
3675	204	3	male	open	2	two+	12	11
3676	154	4	male	closed	3	two+	4	14
3677	172	5	male	open	2	two+	9	12
3678	174	7	male	open	3	two+	9	15
3679	93	9	male	closed	1	one	2	15
3680	143	10	male	closed	2	one	5	15
3681	73	1	female	closed	1	one	5	18
3682	104	2	female	closed	3	two+	5	15
3683	176	3	female	open	3	two+	6	12
3684	71	5	female	closed	1	one	3	14
3685	123	6	female	closed	3	two+	2	15
3686	89	7	female	open	3	two+	5	13
3687	109	8	female	closed	2	two+	0	13
3688	181	10	female	closed	3	two+	4	15
3689	173	1	male	closed	3	one	8	15
3690	73	2	male	closed	2	two+	1	16
3691	150	3	male	open	2	one	3	15
3692	161	4	male	closed	2	two+	5	16
3693	336	5	male	open	6	two+	9	11
3694	322	7	male	open	4	two+	5	14
3695	149	8	male	open	3	one	3	14
3696	299	10	male	open	3	two+	10	8
3697	266	1	male	closed	1	one	7	15
3698	134	2	male	closed	3	one	4	17
3699	48	3	male	closed	1	one	2	17
3700	140	4	male	closed	2	two+	8	13
3701	69	5	male	closed	2	one	3	18
3702	223	6	male	open	3	two+	11	9
3703	214	8	male	closed	4	two+	10	13
3704	143	10	male	closed	2	two+	3	15
3705	150	2	male	closed	2	two+	6	15
3706	165	3	male	closed	3	one	5	15
3707	439	4	male	open	6	two+	8	13
3708	117	6	male	closed	3	one	6	13
3709	249	7	male	closed	2	one	6	14
3710	113	8	male	closed	2	two+	6	15
3711	216	9	male	number	3	one	5	15
3712	195	10	male	open	3	two+	7	14
3713	67	2	female	closed	1	one	4	15
3714	136	3	female	open	3	two+	1	15
3715	551	6	female	propname	7	one	17	2
3716	112	7	female	closed	3	one	1	17
3717	286	8	female	closed	3	one	4	17
3718	282	9	female	closed	3	one	10	14
3719	292	10	female	unclear	1	one	6	16
3720	142	1	male	closed	1	one	7	15
3721	118	2	male	closed	2	one	7	18
3722	125	3	male	closed	3	two+	7	15
3723	62	6	male	closed	2	one	4	18
3724	165	7	male	open	3	two+	12	9
3725	345	8	male	open	5	one	8	5
3726	153	9	male	closed	3	one	4	17
3727	201	10	male	open	3	two+	11	10
3728	172	2	male	closed	3	one	12	13
3729	215	3	male	open	3	two+	10	14
3730	79	4	male	closed	2	one	6	17
3731	57	6	male	closed	3	two+	4	13
3732	139	7	male	closed	2	two+	5	15
3733	104	8	male	open	2	one	7	14
3734	70	9	male	closed	3	two+	5	17
3735	310	10	male	open	4	two+	8	13
3736	122	1	female	open	3	one	9	14
3737	121	2	female	closed	1	one	3	17
3738	172	3	female	open	3	two+	10	9
3739	112	4	female	closed	2	one	5	16
3740	84	5	female	closed	2	one	7	16
3741	190	6	female	closed	3	one	6	14
3742	284	7	female	open	4	two+	4	14
3743	142	8	female	closed	3	one	4	17
3744	140	9	female	open	3	two+	9	14
3745	337	10	female	closed	3	one	4	14
3746	98	1	female	closed	2	two+	6	16
3747	228	2	female	closed	4	one	7	12
3748	76	3	female	closed	2	one	9	16
3749	193	4	female	closed	4	one	7	12
3750	323	5	female	open	4	two+	8	12
3751	90	6	female	closed	2	one	5	18
3752	196	8	female	closed	4	one	7	14
3753	103	9	female	closed	2	one	1	18
3754	293	10	female	open	3	two+	6	12
3755	77	1	male	closed	1	one	5	18
3756	127	2	male	open	4	two+	8	11
3757	331	3	male	propname	5	one	11	5
3758	278	4	male	open	4	one	5	12
3759	73	8	male	open	3	one	4	13
3760	193	1	female	closed	2	one	6	16
3761	89	2	female	closed	2	one	6	16
3762	142	4	female	open	2	one	4	14
3763	112	5	female	closed	3	one	6	15
3764	266	6	female	open	4	one	13	7
3765	110	7	female	closed	2	two+	6	17
3766	67	8	female	closed	1	one	4	17
3767	398	9	female	open	6	two+	9	11
3768	160	1	male	closed	2	one	6	16
3769	269	2	male	open	5	two+	14	6
3770	98	4	male	closed	3	one	3	17
3771	81	6	male	closed	2	two+	4	18
3772	76	8	male	closed	2	one	4	17
3773	224	10	male	open	3	two+	10	8
3774	229	1	female	closed	2	one	5	18
3775	93	2	female	closed	1	one	4	15
3776	355	3	female	open	3	two+	1	15
3777	895	4	female	open	8	two+	14	7
3778	438	5	female	number	7	two+	6	10
3779	466	6	female	number	4	one	9	13
3780	525	7	female	open	6	two+	9	11
3781	162	8	female	number	6	one	9	13
3782	184	9	female	number	4	one	4	13
3783	514	10	female	open	6	two+	7	11
3784	74	1	female	closed	2	two+	5	17
3785	54	2	female	closed	1	one	1	17
3786	150	3	female	open	3	two+	6	15
3787	145	4	female	open	3	two+	11	12
3788	258	6	female	open	5	two+	9	1
3789	177	8	female	open	3	two+	11	12
3790	209	9	female	open	4	one	9	10
3791	273	10	female	open	6	two+	10	0
3792	69	1	female	closed	1	one	7	15
3793	112	2	female	closed	2	one	4	16
3794	100	3	female	closed	1	one	4	15
3795	116	4	female	closed	2	two+	4	16
3796	153	5	female	open	4	two+	12	13
3797	251	6	female	open	6	two+	10	9
3798	127	7	female	closed	2	two+	2	17
3799	231	8	female	closed	3	one	9	13
3800	100	1	male	closed	2	two+	5	17
3801	156	2	male	closed	3	one	7	14
3802	109	3	male	closed	2	two+	5	17
3803	75	4	male	closed	1	one	1	17
3804	242	7	male	open	3	two+	8	12
3805	156	9	male	closed	3	two+	3	17
3806	402	10	male	closed	4	one	11	12
3807	60	1	female	closed	2	one	6	16
3808	57	2	female	closed	1	one	2	15
3809	303	5	female	closed	3	one	4	14
3810	48	6	female	closed	3	one	3	17
3811	97	8	female	closed	3	one	5	15
3812	239	10	female	unclear	1	one	6	16
3813	194	1	male	open	4	two+	10	12
3814	187	3	male	open	4	two+	11	11
3815	117	4	male	closed	2	two+	4	17
3816	68	5	male	closed	2	two+	2	18
3817	290	6	male	open	4	two+	10	9
3818	91	8	male	closed	2	one	3	17
3819	355	9	male	propname	6	one	16	2
3820	261	1	male	open	4	one	10	12
3821	96	4	male	closed	1	one	3	15
3822	60	5	male	closed	2	one	5	17
3823	81	6	male	closed	1	one	4	17
3824	309	7	male	open	5	two+	10	10
3825	287	8	male	open	3	two+	4	10
3826	198	9	male	open	2	two+	8	14
3827	457	10	male	open	2	two+	7	15
3828	232	1	female	closed	1	one	7	15
3829	85	2	female	closed	1	one	3	18
3830	277	3	female	open	2	one	7	14
3831	204	4	female	closed	2	one	8	16
3832	102	5	female	closed	3	two+	10	16
3833	147	6	female	closed	2	one	2	17
3834	244	7	female	open	2	two+	6	14
3835	165	8	female	closed	3	one	4	16
3836	66	9	female	closed	2	one	5	16
3837	353	10	female	open	3	two+	5	12
3838	154	1	female	closed	2	one	6	16
3839	79	2	female	closed	1	one	4	18
3840	83	4	female	closed	2	two+	3	15
3841	144	7	female	closed	2	two+	4	16
3842	122	8	female	closed	3	one	8	13
3843	161	9	female	closed	2	one	9	17
3844	154	10	female	closed	2	one	3	15
3845	273	1	female	open	3	two+	8	15
3846	117	2	female	open	2	two+	5	15
3847	131	3	female	closed	3	two+	3	17
3848	56	4	female	closed	1	one	2	17
3849	204	5	female	open	4	two+	7	12
3850	286	6	female	propname	5	one	12	6
3851	197	7	female	open	3	two+	6	15
3852	261	9	female	open	5	two+	12	12
3853	552	10	female	number	3	one	6	12
3854	128	1	female	open	3	one	7	15
3855	92	2	female	closed	3	one	5	17
3856	284	3	female	open	6	two+	12	10
3857	358	4	female	open	7	two+	10	7
3858	52	5	female	closed	2	one	5	18
3859	174	6	female	open	2	two+	3	15
3860	95	7	female	closed	3	one	7	15
3861	85	8	female	closed	2	two+	2	16
3862	87	9	female	closed	2	one	4	18
3863	252	10	female	open	7	two+	8	11
3864	118	1	male	closed	3	two+	5	17
3865	88	2	male	closed	1	one	2	17
3866	382	3	male	open	3	two+	5	15
3867	124	4	male	unclear	1	one	7	16
3868	74	5	male	closed	3	one	5	17
3869	439	10	male	open	5	two+	7	12
3870	105	1	female	closed	1	one	5	18
3871	338	2	female	open	5	two+	10	8
3872	70	3	female	closed	1	one	5	18
3873	97	4	female	open	3	one	6	15
3874	312	5	female	open	5	two+	14	9
3875	319	6	female	open	3	one	4	12
3876	245	7	female	open	4	two+	10	12
3877	229	8	female	closed	4	one	4	15
3878	151	9	female	closed	3	one	4	17
3879	734	10	female	open	5	one	17	4
3880	246	1	female	closed	1	one	7	15
3881	447	3	female	open	7	two+	1	7
3882	118	4	female	closed	2	one	5	16
3883	125	5	female	closed	2	two+	1	18
3884	331	6	female	open	3	two+	11	7
3885	101	7	female	closed	3	one	6	13
3886	145	8	female	closed	2	one	7	16
3887	152	9	female	closed	2	two+	1	18
3888	407	10	female	open	2	two+	10	9
3889	92	1	female	closed	2	one	6	16
3890	71	2	female	closed	1	one	3	15
3891	115	3	female	open	3	two+	1	15
3892	124	4	female	closed	2	one	3	17
3893	244	5	female	open	3	two+	8	11
3894	244	6	female	closed	3	one	8	13
3895	112	8	female	closed	2	one	3	16
3896	219	9	female	open	3	two+	12	8
3897	446	10	female	closed	6	one	8	12
3898	75	1	male	closed	2	one	6	16
3899	98	2	male	closed	3	one	6	14
3900	108	3	male	closed	2	one	2	15
3901	389	4	male	open	4	two+	10	7
3902	121	5	male	closed	2	two+	6	16
3903	292	6	male	number	4	one	10	13
3904	485	7	male	propname	5	one	8	10
3905	79	8	male	closed	3	one	4	17
3906	133	9	male	closed	3	two+	4	17
3907	139	10	male	closed	3	one	4	16
3908	207	1	male	closed	2	one	6	16
3909	125	3	male	closed	2	one	4	16
3910	243	4	male	closed	3	one	7	13
3911	301	6	male	open	4	two+	5	10
3912	76	7	male	closed	2	one	8	15
3913	86	8	male	closed	2	two+	1	18
3914	358	10	male	open	3	two+	3	14
3915	159	1	male	closed	2	two+	6	17
3916	240	2	male	closed	2	one	6	14
3917	463	3	male	open	4	one	8	12
3918	90	5	male	closed	1	one	3	18
3919	89	6	male	closed	1	one	3	14
3920	293	7	male	closed	3	one	2	15
3921	456	8	male	open	5	two+	12	8
3922	280	9	male	closed	3	one	6	14
3923	548	10	male	open	2	two+	7	14
3924	996	1	male	closed	1	one	11	12
3925	141	3	male	closed	3	one	8	16
3926	97	4	male	open	3	two+	6	13
3927	92	5	male	closed	2	two+	0	13
3928	117	6	male	open	2	two+	4	14
3929	777	7	male	propname	5	one	14	1
3930	179	8	male	closed	2	one	1	14
3931	195	9	male	closed	2	one	3	16
3932	178	1	female	closed	2	two+	7	15
3933	145	2	female	closed	1	one	3	18
3934	191	5	female	closed	2	one	3	17
3935	87	6	female	closed	2	two+	8	16
3936	42	7	female	closed	2	one	1	16
3937	126	9	female	closed	4	one	6	15
3938	209	10	female	closed	3	two+	4	17
3939	449	1	male	closed	1	one	7	15
3940	137	2	male	closed	1	one	3	18
3941	89	3	male	closed	2	one	3	16
3942	179	5	male	open	2	two+	3	15
3943	211	6	male	closed	2	one	8	14
3944	417	7	male	open	3	two+	12	10
3945	158	8	male	closed	1	one	6	18
3946	220	9	male	closed	2	one	3	16
3947	298	1	female	closed	2	one	6	16
3948	260	2	female	open	2	one	7	15
3949	65	3	female	closed	2	one	3	18
3950	62	4	female	closed	2	two+	4	16
3951	113	5	female	closed	2	one	1	16
3952	153	6	female	open	3	two+	7	13
3953	101	7	female	closed	2	two+	1	17
3954	218	8	female	open	2	two+	7	15
3955	139	9	female	closed	2	one	8	16
3956	220	10	female	closed	2	one	2	18
3957	169	4	female	closed	3	one	7	14
3958	316	5	female	open	7	one	9	8
3959	551	6	female	open	9	two+	8	7
3960	40	8	female	closed	2	two+	4	17
3961	119	9	female	closed	1	one	1	17
3962	182	10	female	open	8	two+	8	12
3963	141	1	female	open	3	two+	7	15
3964	61	2	female	closed	2	one	4	17
3965	42	3	female	closed	1	one	1	17
3966	179	4	female	closed	3	one	9	10
3967	448	5	female	open	5	two+	7	10
3968	281	6	female	closed	2	one	6	13
3969	229	9	female	open	2	two+	5	14
3970	170	10	female	closed	2	one	6	13
3971	274	4	male	number	5	one	7	12
3972	191	5	male	open	2	two+	4	11
3973	89	6	male	closed	1	one	5	17
3974	321	7	male	open	6	two+	13	8
3975	75	8	male	closed	2	two+	3	17
3976	256	9	male	open	4	two+	9	14
3977	553	10	male	open	7	two+	11	5
3978	261	1	male	closed	3	one	8	15
3979	77	2	male	closed	2	two+	4	17
3980	57	3	male	closed	1	one	1	17
3981	85	4	male	closed	1	one	3	17
3982	189	5	male	open	3	two+	10	10
3983	179	6	male	closed	3	one	4	15
3984	85	8	male	closed	1	one	3	17
3985	243	9	male	open	4	two+	9	10
3986	234	2	male	closed	3	one	4	17
3987	239	3	male	open	4	two+	13	8
3988	264	4	male	propname	4	one	7	5
3989	176	6	male	open	3	one	5	15
3990	123	8	male	open	2	two+	5	16
3991	64	9	male	closed	2	one	3	16
3992	498	10	male	open	5	two+	10	11
3993	140	1	male	closed	3	two+	9	13
3994	98	2	male	closed	2	one	3	17
3995	77	3	male	closed	3	one	8	14
3996	55	5	male	closed	2	one	3	14
3997	121	6	male	closed	2	two+	1	18
3998	192	7	male	open	3	two+	6	14
3999	122	8	male	closed	2	one	5	16
4000	107	9	male	open	3	two+	5	15
4001	100	3	male	open	4	two+	3	15
4002	34	4	male	closed	2	one	4	18
4003	96	5	male	closed	3	one	5	16
4004	57	6	male	closed	2	one	2	17
4005	84	7	male	open	3	one	6	14
4006	120	9	male	closed	2	one	5	15
4007	375	10	male	closed	6	one	12	10
4008	151	1	female	closed	1	one	5	18
4009	255	2	female	open	3	two+	5	13
4010	145	3	female	closed	3	one	10	16
4011	119	4	female	closed	2	two+	3	16
4012	552	5	female	open	6	two+	12	8
4013	145	7	female	closed	2	one	7	13
4014	455	10	female	open	7	two+	10	9
4015	176	1	male	closed	3	one	8	15
4016	88	2	male	closed	3	one	5	17
4017	83	3	male	closed	1	one	2	17
4018	68	1	female	closed	3	one	7	16
4019	57	3	female	closed	1	one	4	15
4020	199	5	female	closed	3	one	5	14
4021	655	6	female	open	4	two+	10	11
4022	149	7	female	closed	2	one	6	17
4023	221	8	female	closed	3	one	5	17
4024	406	9	female	open	3	two+	16	7
4025	327	10	female	open	2	two+	5	15
4026	98	1	male	closed	3	two+	7	16
4027	242	5	male	open	4	two+	9	12
4028	232	6	male	number	4	two+	12	13
4029	124	7	male	open	3	one	2	12
4030	191	8	male	open	3	one	6	15
4031	72	9	male	closed	2	two+	7	17
4032	204	10	male	open	3	one	7	13
4033	147	1	female	closed	3	one	5	17
4034	57	2	female	closed	1	one	2	17
4035	186	3	female	open	3	two+	5	15
4036	135	4	female	closed	2	one	5	15
4037	181	5	female	closed	2	one	5	16
4038	174	6	female	closed	2	one	5	16
4039	121	7	female	closed	2	two+	3	14
4040	79	8	female	closed	2	one	3	16
4041	309	9	female	open	5	two+	16	5
4042	164	1	female	open	3	two+	7	15
4043	320	2	female	open	5	two+	14	9
4044	142	3	female	closed	1	one	5	17
4045	215	4	female	closed	3	one	9	14
4046	208	5	female	open	2	one	4	14
4047	96	6	female	closed	1	one	7	17
4048	137	8	female	closed	3	two+	1	17
4049	247	9	female	number	5	two+	7	12
4050	391	10	female	open	4	one	5	11
4051	273	1	male	closed	2	one	6	16
4052	86	2	male	closed	2	one	9	16
4053	169	4	male	open	3	two+	10	10
4054	67	5	male	closed	2	one	3	18
4055	221	7	male	open	3	two+	3	15
4056	84	8	male	closed	2	two+	4	17
4057	235	9	male	closed	3	one	10	13
4058	287	10	male	open	2	two+	7	14
4059	43	1	female	closed	2	two+	5	17
4060	52	2	female	closed	1	one	1	17
4061	132	3	female	number	3	one	6	15
4062	122	4	female	closed	2	two+	3	17
4063	176	6	female	open	3	two+	11	15
