CASE	CLASS	SEX	AGE	SURVIVED
2115	3rd	female	adult	yes
2116	3rd	female	adult	yes
2117	3rd	female	adult	yes
2118	3rd	female	adult	yes
2119	3rd	female	adult	yes
2120	3rd	female	adult	yes
2121	3rd	female	adult	yes
2122	3rd	female	adult	yes
2123	3rd	female	adult	yes
2124	3rd	female	adult	yes
2125	3rd	female	adult	yes
2126	3rd	female	adult	yes
2127	3rd	female	adult	yes
2128	3rd	female	adult	yes
2129	3rd	female	adult	yes
2130	3rd	female	adult	yes
2131	3rd	female	adult	yes
2132	3rd	female	adult	yes
2133	3rd	female	adult	yes
2134	3rd	female	adult	yes
2135	3rd	female	adult	yes
2136	3rd	female	adult	yes
2137	3rd	female	adult	yes
2138	3rd	female	adult	yes
2139	3rd	female	adult	yes
2140	3rd	female	adult	yes
2141	3rd	female	adult	yes
2142	3rd	female	adult	yes
2143	3rd	female	adult	yes
2144	3rd	female	adult	yes
2145	3rd	female	adult	yes
2146	3rd	female	adult	yes
2147	3rd	female	adult	yes
2148	3rd	female	adult	yes
2149	3rd	female	adult	yes
2150	3rd	female	adult	yes
2151	3rd	female	adult	yes
2152	3rd	female	adult	yes
2153	3rd	female	adult	yes
2154	3rd	female	adult	yes
2155	3rd	female	adult	yes
2156	3rd	female	adult	yes
2157	3rd	female	adult	yes
2158	3rd	female	adult	yes
2159	3rd	female	adult	yes
2160	3rd	female	adult	yes
2161	3rd	female	adult	yes
2162	3rd	female	adult	yes
2163	3rd	female	adult	yes
2164	3rd	female	adult	yes
2165	3rd	female	adult	yes
2166	3rd	female	adult	yes
2167	3rd	female	adult	yes
2168	3rd	female	adult	yes
2169	3rd	female	adult	yes
2170	3rd	female	adult	yes
2171	3rd	female	adult	yes
2172	3rd	female	adult	yes
2173	3rd	female	adult	yes
2174	3rd	female	adult	yes
2175	3rd	female	adult	yes
2176	3rd	female	adult	yes
2177	3rd	female	adult	yes
2178	3rd	female	adult	yes
2179	3rd	female	adult	yes
2180	3rd	female	adult	yes
2181	3rd	female	adult	yes
2182	crew	female	adult	yes
2183	crew	female	adult	yes
2184	crew	female	adult	yes
2185	crew	female	adult	yes
2186	crew	female	adult	yes
2187	crew	female	adult	yes
2188	crew	female	adult	yes
2189	crew	female	adult	yes
2190	crew	female	adult	yes
2191	crew	female	adult	yes
2192	crew	female	adult	yes
2193	crew	female	adult	yes
2194	crew	female	adult	yes
2195	crew	female	adult	yes
2196	crew	female	adult	yes
2197	crew	female	adult	yes
2198	crew	female	adult	yes
2199	crew	female	adult	yes
2200	crew	female	adult	yes
2201	crew	female	adult	yes
